% Atributi koji su zaista bitni (odredjeni uz pomoc weka filtera)

@relation mushrooms_AttributeSelectionFilter

@attribute odor {Almond,Anise,Creosote,Fishy,Foul,Musty,None,Pungent,Spicy}
@attribute gill-spacing {Close,Crowded}
@attribute stalk-surface-above-ring {Fibrous,Scaly,Silky,Smooth}
@attribute veil-color {Brown,Orange,White,Yellow}
@attribute class {Edible,Poisonous}

@data
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
None,Crowded,Silky,White,Edible
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
None,Crowded,Smooth,White,Edible
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
None,Crowded,Silky,White,Edible
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
None,Crowded,Silky,White,Edible
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
None,Crowded,Smooth,White,Edible
Foul,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
None,Crowded,Silky,White,Edible
Foul,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
None,Close,Smooth,Orange,Edible
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
None,Crowded,Silky,White,Edible
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
None,Crowded,Silky,White,Edible
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
None,Crowded,Smooth,White,Edible
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Musty,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
None,Close,Smooth,Brown,Edible
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
None,Close,Smooth,Brown,Edible
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
None,Crowded,Smooth,White,Edible
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
None,Crowded,Silky,White,Edible
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
None,Crowded,Smooth,White,Edible
Foul,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
None,Crowded,Smooth,White,Edible
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
None,Close,Smooth,Orange,Edible
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
None,Crowded,Smooth,White,Edible
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
None,Crowded,Smooth,White,Edible
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
None,Close,Smooth,Brown,Edible
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Musty,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
None,Crowded,Silky,White,Edible
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
None,Crowded,Smooth,White,Edible
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
None,Crowded,Silky,White,Edible
None,Close,Smooth,Brown,Edible
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
None,Crowded,Smooth,White,Edible
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
None,Crowded,Silky,White,Edible
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
None,Close,Smooth,Orange,Edible
Foul,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Musty,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
None,Crowded,Silky,White,Edible
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
None,Crowded,Silky,White,Edible
Fishy,Close,Smooth,White,Poisonous
Fishy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Silky,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Spicy,Close,Smooth,White,Poisonous
Foul,Close,Smooth,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Fishy,Close,Silky,White,Poisonous
Foul,Close,Silky,White,Poisonous
